mssv,ho_ten,ngay_sinh,khoa,nganh,tin_chi_tich_luy,tin_chi_yeu_cau,gpa_tich_luy,xep_loai_hoc_luc,diem_ren_luyen,chuandau_ngoai_ngu,chuandau_tin_hoc,chung_chi_gdqp_gddt,no_hoc_phi,ky_luat,ket_qua_xet_tot_nghiep,ly_do_chi_tiet
201A000779,Ngo Huu Cuong,2002-11-18,Kinh te,Ke toan,123,128,3.68,Xuat sac,83,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy
201A000780,Vu Nhat Lam,2002-06-19,Cong nghe Thong tin,Ky thuat Phan mem,129,132,2.26,Trung binh,97,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000781,Duong Hoang Mai,2002-07-05,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.66,Kha,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000782,Dinh Tan Phong,2002-11-16,Ngoai ngu,Ngon ngu Nhat,125,125,3.3,Gioi,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000783,Pham Viet Yen,2002-04-23,Ngoai ngu,Ngon ngu Anh,125,125,2.63,Kha,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000784,Tran Hoang Khoa,2002-07-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.17,Trung binh,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000785,Hoang Khanh Quang,2002-11-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.55,Gioi,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000786,Duong Gia Yen,2002-12-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.18,Trung binh,53,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000787,Cao Minh Thinh,2002-07-30,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.31,Gioi,69,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000788,Tran Thanh Thinh,2002-05-03,Ngoai ngu,Ngon ngu Trung Quoc,115,125,3.15,Kha,59,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy
201A000789,Pham Gia Dung,2002-07-12,Ngoai ngu,Ngon ngu Anh,125,125,2.37,Trung binh,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000790,Ly Thanh Hang,2002-12-06,Truyen thong,Quan he Cong chuong,126,126,2.5,Kha,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000791,Mai Viet Quan,2002-09-11,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.56,Kha,56,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000792,Le Thanh Em,2002-05-21,Truyen thong,Quan he Cong chuong,126,126,2.6,Kha,50,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000793,Hoang Tan Mai,2002-05-12,Ngoai ngu,Ngon ngu Nhat,125,125,3.08,Kha,78,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000794,Huynh Van Phong,2002-09-02,Ngoai ngu,Ngon ngu Anh,125,125,2.71,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000795,Cao Kim Vy,2002-04-13,Truyen thong,Truyen thong Da phuong tien,126,126,1.91,Yeu,60,Dat,Dat,Dat,0,1,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Dang trong thoi gian ky luat cap Truong
201A000796,Vo Van Hang,2002-08-30,Cong nghe Thong tin,Cong nghe Thong tin,131,132,3.31,Gioi,89,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000797,Duong Minh Mai,2002-06-22,Truyen thong,Quan he Cong chuong,126,126,2.5,Kha,81,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000798,Ngo Khanh An,2002-10-13,Ngoai ngu,Ngon ngu Anh,123,125,2.83,Kha,72,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 2 tin chi tich luy
201A000799,Trinh Kim Cuong,2002-07-09,Du lich,Quan tri Dich vu Du lich,124,124,2.21,Trung binh,97,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000800,Nguyen Khanh Giang,2002-10-21,Truyen thong,Truyen thong Da phuong tien,126,126,3.06,Kha,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000801,Ngo Hoang Nhi,2002-04-11,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.32,Trung binh,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000802,Mai Quoc Dung,2002-09-18,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.83,Kha,86,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000803,Trinh Viet Thinh,2002-12-21,Ngoai ngu,Ngon ngu Anh,125,125,2.69,Kha,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000804,Vu Kim Lam,2002-02-14,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.79,Xuat sac,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000805,Do Khanh Giang,2002-08-15,Du lich,Quan tri Dich vu Du lich,124,124,2.74,Kha,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000806,Do Tuyet Thinh,2002-06-21,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.28,Trung binh,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000807,Duong Kim Lam,2002-08-06,Ngoai ngu,Ngon ngu Anh,125,125,3.39,Gioi,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000808,Cao Nhat Quan,2002-07-25,Kinh te,Tai chinh Ngan hang,128,128,2.46,Trung binh,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000809,Vo Ngoc Thinh,2002-02-20,Du lich,Quan tri Dich vu Du lich,124,124,2.02,Trung binh,97,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000810,Vu Thi Mai,2002-08-19,Ngoai ngu,Ngon ngu Anh,125,125,3.19,Kha,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000811,Vu Ngoc Quang,2002-11-22,Kinh te,Luat Kinh te,128,128,2.08,Trung binh,86,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000812,Duong Thi Bich,2002-12-04,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.92,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000813,Vu Phuong An,2002-08-31,Truyen thong,Truyen thong Da phuong tien,126,126,2.71,Kha,64,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000814,Dinh Gia Dung,2002-07-15,Truyen thong,Quan he Cong chuong,126,126,2.86,Kha,66,Dat,Dat,Dat,0,1,Khong du dieu kien,Dang trong thoi gian ky luat cap Truong
201A000815,Do Viet Giang,2002-01-08,Du lich,Quan tri Dich vu Du lich,113,124,3.72,Xuat sac,59,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000816,Bui Duc Hang,2002-10-17,Ngoai ngu,Ngon ngu Nhat,120,125,2.88,Kha,54,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Thieu 5 tin chi tich luy | Chua dat chuan dau ra Tin hoc
201A000817,Bui Ngoc Nam,2002-02-07,Ngoai ngu,Ngon ngu Nhat,125,125,2.43,Trung binh,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000818,Pham Tuyet Nam,2002-04-04,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.07,Trung binh,58,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000819,Duong Thi Linh,2002-04-29,Truyen thong,Quan he Cong chuong,126,126,2.52,Kha,66,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000820,Cao Minh Dung,2002-02-06,Kinh te,Quan tri Kinh doanh,128,128,2.28,Trung binh,94,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000821,Vu Huu Nam,2002-02-22,Truyen thong,Quan he Cong chuong,126,126,2.56,Kha,90,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000822,Huynh Phuong Em,2002-02-01,Kinh te,Tai chinh Ngan hang,128,128,2.37,Trung binh,70,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000823,Nguyen Gia Vy,2002-03-26,Cong nghe Thong tin,An toan Thong tin,132,132,3.09,Kha,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000824,Ly Khanh Dung,2002-06-02,Kinh te,Marketing,128,128,2.13,Trung binh,76,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000825,Dinh Tuyet Quang,2002-07-17,Truyen thong,Quan he Cong chuong,126,126,2.07,Trung binh,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000826,Dinh Phuong Nam,2002-11-09,Truyen thong,Truyen thong Da phuong tien,126,126,3.86,Xuat sac,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000827,Ly Huu Yen,2002-06-24,Kinh te,Quan tri Kinh doanh,128,128,3.37,Gioi,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000828,Ly Khanh Yen,2002-05-17,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.33,Trung binh,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000829,Nguyen Gia Vy,2002-04-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,126,135,3.22,Gioi,61,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy
201A000830,Trinh Phuong Quan,2002-12-08,Ngoai ngu,Ngon ngu Anh,117,125,2.39,Trung binh,89,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy
201A000831,Cao Hoang Mai,2002-01-16,Kinh te,Marketing,128,128,2.17,Trung binh,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000832,Vu Hoang Quan,2002-05-05,Du lich,Quan tri Khach san,124,124,1.98,Yeu,56,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000833,Vu Tan Linh,2002-05-31,Truyen thong,Quan he Cong chuong,126,126,2.6,Kha,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000834,Bui Van Thinh,2002-03-13,Du lich,Quan tri Dich vu Du lich,124,124,3.9,Xuat sac,50,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000835,Huynh Viet Yen,2002-08-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.08,Kha,71,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000836,Huynh Gia Nhi,2002-12-09,Ngoai ngu,Ngon ngu Anh,121,125,1.94,Yeu,79,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy | GPA tich luy duoi 2.00 (Yeu)
201A000837,Truong Gia Vy,2002-12-14,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.69,Xuat sac,84,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000838,Dinh Thanh Khoa,2002-04-01,Kinh te,Logistics va Quan ly Chuoi cung ung,120,128,2.06,Trung binh,74,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy
201A000839,Mai Thanh Nhi,2002-05-05,Ngoai ngu,Ngon ngu Nhat,125,125,2.47,Trung binh,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000840,Bui Viet Giang,2002-11-14,Truyen thong,Quan he Cong chuong,126,126,3.85,Xuat sac,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000841,Bui Huu Khoa,2002-07-13,Du lich,Quan tri Khach san,124,124,3.61,Xuat sac,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000842,Ly Thanh Vy,2002-01-15,Kinh te,Luat Kinh te,128,128,3.81,Xuat sac,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000843,Phan Duc Quan,2002-08-22,Du lich,Quan tri Khach san,124,124,3.28,Gioi,52,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000844,Pham Phuong Bich,2002-06-05,Kinh te,Tai chinh Ngan hang,116,128,1.93,Yeu,83,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy | GPA tich luy duoi 2.00 (Yeu)
201A000845,Dinh Van Yen,2002-08-08,Ngoai ngu,Ngon ngu Nhat,125,125,1.94,Yeu,78,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000846,Bui Huu Hang,2002-07-02,Du lich,Quan tri Dich vu Du lich,113,124,2.79,Kha,73,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000847,Hoang Viet Phong,2002-11-27,Cong nghe Thong tin,An toan Thong tin,132,132,2.38,Trung binh,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000848,Pham Phuong Mai,2002-05-23,Kinh te,Ke toan,120,128,2.55,Kha,98,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy
201A000849,Nguyen Duc Thao,2002-07-22,Truyen thong,Truyen thong Da phuong tien,126,126,3.2,Gioi,58,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000850,Ly Viet Linh,2002-04-17,Truyen thong,Truyen thong Da phuong tien,126,126,2.81,Kha,88,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000851,Cao Hoang Dung,2002-06-05,Truyen thong,Truyen thong Da phuong tien,126,126,3.02,Kha,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000852,Trinh Quoc Quan,2002-12-23,Du lich,Quan tri Khach san,124,124,2.47,Trung binh,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000853,Dang Kim Vy,2002-09-16,Kinh te,Marketing,127,128,3.94,Xuat sac,77,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000854,Cao Thanh Mai,2002-01-12,Truyen thong,Truyen thong Da phuong tien,126,126,2.77,Kha,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000855,Trinh Truc Vy,2002-12-24,Cong nghe Thong tin,An toan Thong tin,132,132,2.19,Trung binh,82,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000856,Huynh Van Yen,2002-10-07,Du lich,Quan tri Khach san,124,124,3.53,Gioi,92,Dat,Dat,Dat,0,1,Khong du dieu kien,Dang trong thoi gian ky luat cap Truong
201A000857,Tran Hoang Lam,2002-11-13,Truyen thong,Quan he Cong chuong,126,126,2.74,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000858,Truong Minh Dung,2002-09-21,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.75,Kha,81,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000859,Trinh Phuong Mai,2002-01-16,Ngoai ngu,Ngon ngu Nhat,125,125,2.07,Trung binh,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000860,Ngo Quoc Linh,2002-08-31,Kinh te,Marketing,128,128,3.47,Gioi,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000861,Hoang Kim Thinh,2002-12-21,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.79,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000862,Huynh Viet Cuong,2002-04-14,Kinh te,Ke toan,128,128,3.88,Xuat sac,68,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000863,Trinh Duc Dung,2002-03-24,Kinh te,Quan tri Kinh doanh,128,128,3.36,Gioi,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000864,Vo Tuyet Lam,2002-02-27,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.67,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000865,Le Khanh Mai,2002-10-04,Du lich,Quan tri Khach san,124,124,2.79,Kha,51,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000866,Tran Thanh Nam,2002-11-17,Truyen thong,Truyen thong Da phuong tien,126,126,3.71,Xuat sac,87,Dat,Dat,Dat,0,1,Khong du dieu kien,Dang trong thoi gian ky luat cap Truong
201A000867,Pham Hoang Yen,2002-09-23,Cong nghe Thong tin,An toan Thong tin,132,132,3.84,Xuat sac,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000868,Do Gia Thinh,2002-04-27,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.46,Trung binh,56,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000869,Ly Quoc Mai,2002-12-08,Du lich,Quan tri Khach san,117,124,2.35,Trung binh,65,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000870,Truong Viet Yen,2002-07-03,Kinh te,Ke toan,128,128,3.82,Xuat sac,76,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000871,Ly Gia Yen,2002-03-05,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.36,Trung binh,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000872,Pham Hoang Quang,2002-02-04,Ngoai ngu,Ngon ngu Anh,125,125,2.63,Kha,69,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000873,Vu Tuyet Nhi,2002-11-07,Kinh te,Marketing,128,128,3.06,Kha,72,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000874,Ly Gia Cuong,2002-12-17,Truyen thong,Quan he Cong chuong,126,126,2.36,Trung binh,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000875,Dinh Gia Dung,2002-03-03,Ngoai ngu,Ngon ngu Trung Quoc,122,125,3.64,Xuat sac,57,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000876,Tran Huu Linh,2002-06-04,Du lich,Quan tri Khach san,124,124,3.11,Kha,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000877,Ly Duc Lam,2002-03-25,Kinh te,Luat Kinh te,128,128,3.04,Kha,70,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000878,Vu Tan Linh,2002-07-28,Ngoai ngu,Ngon ngu Nhat,125,125,3.89,Xuat sac,52,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000879,Bui Hoang Mai,2002-11-10,Du lich,Quan tri Dich vu Du lich,124,124,2.66,Kha,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000880,Vu Huu Cuong,2002-09-29,Du lich,Quan tri Khach san,124,124,3.56,Gioi,53,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000881,Truong Truc Yen,2002-03-21,Ngoai ngu,Ngon ngu Nhat,125,125,1.96,Yeu,61,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000882,Truong Viet Thao,2002-08-22,Truyen thong,Quan he Cong chuong,126,126,3.34,Gioi,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000883,Do Kim Bich,2002-04-27,Cong nghe Thong tin,Cong nghe Thong tin,122,132,2.58,Kha,83,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy
201A000884,Le Tuyet Khoa,2002-08-05,Ngoai ngu,Ngon ngu Anh,125,125,2.15,Trung binh,95,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000885,Bui Khanh Vy,2002-04-27,Kinh te,Logistics va Quan ly Chuoi cung ung,116,128,3.12,Kha,96,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy | Thieu chung chi GDQP-AN/GDDT
201A000886,Dinh Hoang Dung,2002-04-20,Truyen thong,Quan he Cong chuong,126,126,3.38,Gioi,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000887,Le Ngoc Giang,2002-09-14,Ngoai ngu,Ngon ngu Anh,125,125,2.07,Trung binh,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000888,Vu Tuyet Nam,2002-02-02,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.7,Xuat sac,90,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000889,Tran Kim Yen,2002-02-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.57,Kha,96,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000890,Pham Khanh Linh,2002-12-31,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.1,Kha,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000891,Dang Van Hang,2002-11-11,Du lich,Quan tri Khach san,124,124,2.3,Trung binh,68,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000892,Duong Nhat Thinh,2002-10-01,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.2,Trung binh,60,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000893,Tran Tan Lam,2002-06-14,Ngoai ngu,Ngon ngu Anh,125,125,3.52,Gioi,50,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000894,Cao Tan Nam,2002-01-05,Du lich,Quan tri Dich vu Du lich,124,124,3.35,Gioi,54,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000895,Ngo Khanh Vy,2002-02-27,Du lich,Quan tri Dich vu Du lich,124,124,3.18,Kha,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000896,Vo Nhat Lam,2002-08-30,Cong nghe Thong tin,An toan Thong tin,132,132,2.33,Trung binh,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000897,Ngo Gia Em,2002-04-02,Ngoai ngu,Ngon ngu Nhat,125,125,2.46,Trung binh,97,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000898,Ly Truc Nhi,2002-01-23,Du lich,Quan tri Dich vu Du lich,116,124,3.38,Gioi,52,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000899,Ngo Tan Bich,2002-09-05,Truyen thong,Truyen thong Da phuong tien,126,126,3.81,Xuat sac,57,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000900,Pham Minh Mai,2002-04-18,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.89,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000901,Trinh Kim An,2002-10-08,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.01,Trung binh,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000902,Tran Viet Phong,2002-07-20,Du lich,Quan tri Dich vu Du lich,124,124,3.21,Gioi,69,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000903,Vu Ngoc Thao,2002-05-22,Kinh te,Tai chinh Ngan hang,125,128,2.07,Trung binh,77,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000904,Vu Tuyet Thinh,2002-03-02,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,2.11,Trung binh,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000905,Truong Truc Bich,2002-10-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.71,Xuat sac,89,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000906,Cao Viet Giang,2002-03-21,Du lich,Quan tri Khach san,115,124,2.57,Kha,55,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy | Thieu chung chi GDQP-AN/GDDT
201A000907,Dinh Van Linh,2002-09-23,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.39,Trung binh,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000908,Mai Van Mai,2002-05-03,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.06,Kha,70,Chua dat,Dat,Chua dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Thieu chung chi GDQP-AN/GDDT
201A000909,Cao Gia Lam,2002-07-29,Kinh te,Marketing,128,128,2.03,Trung binh,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
