mssv,ho_ten,ngay_sinh,khoa,nganh,nam_hoc,hoc_ky,gpa_hoc_ky,diem_ren_luyen,loai_hoc_bong_dang_ky,hoan_canh_kho_khan,vipham_ky_luat,no_hoc_phi,ket_qua_xet_hoc_bong,ly_do_truot_hoac_xep_loai
211A000693,Nguyen Tuyet Yen,2003-09-09,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,2.31,69,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000694,Huynh Huu Mai,2003-10-17,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.43,85,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000695,Le Duc Khoa,2003-06-03,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,3.46,59,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000696,Nguyen Quoc An,2003-02-11,Kinh te,Marketing,2025-2026,Hoc ky 1,2.24,76,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000697,Mai Quoc Nam,2003-11-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.2,76,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000698,Truong Hoang Cuong,2003-05-07,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,2.56,90,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000699,Truong Gia Hang,2003-05-04,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.39,66,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000700,Mai Thi Quan,2003-06-05,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.18,97,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000701,Vu Thi Nhi,2003-07-27,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,2.37,66,Hoc bong Tai nang VHU,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000702,Dang Huu Hang,2003-12-07,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,3.64,99,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000703,Vo Viet An,2003-10-29,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.97,77,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000704,Bui Kim Nhi,2003-10-25,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.24,68,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000705,Vu Nhat Mai,2003-03-24,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,2.38,61,Hoc bong Tai nang VHU,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000706,Do Thanh An,2003-03-31,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.95,60,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000707,Bui Phuong Nhi,2003-10-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.75,76,Hoc bong Khuyen khich Hoc tap,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000708,Bui Tuyet Cuong,2003-06-07,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,2.8,56,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000709,Dinh Phuong Cuong,2003-05-20,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.23,81,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000710,Pham Minh An,2003-02-25,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,3.24,59,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000711,Hoang Hoang Lam,2003-01-23,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.79,83,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000712,Phan Van Giang,2003-05-24,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.43,92,Hoc bong Dong hanh Vuot kho,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000713,Cao Thi Hang,2003-01-22,Kinh te,Luat Kinh te,2025-2026,Hoc ky 1,2.75,75,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000714,Le Nhat Dung,2003-11-13,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.25,92,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000715,Nguyen Kim Linh,2003-10-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.62,71,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000716,Bui Minh Giang,2003-02-23,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.45,67,Hoc bong Trai tim Hung Hau,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000717,Vo Khanh Thinh,2003-06-22,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.71,91,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000718,Tran Minh Nhi,2003-07-14,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,3.17,70,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000719,Hoang Duc Cuong,2003-07-27,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,2.48,83,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000720,Nguyen Viet Dung,2003-06-27,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,3.77,67,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000721,Pham Minh Quang,2003-06-29,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,2.37,70,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000722,Vo Ngoc Linh,2003-12-26,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.87,75,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000723,Tran Kim Quan,2003-02-24,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.7,69,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000724,Phan Viet Khoa,2003-11-23,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,3.37,69,Hoc bong Dong hanh Vuot kho,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000725,Ly Nhat Giang,2003-10-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.15,68,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000726,Huynh Gia Khoa,2003-03-02,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,2.44,85,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000727,Huynh Kim Phong,2003-05-19,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.16,74,Hoc bong Dong hanh Vuot kho,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000728,Tran Duc Mai,2003-02-28,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,2.56,68,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000729,Huynh Truc Thinh,2003-09-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.5,68,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000730,Ngo Kim Thao,2003-08-20,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.83,81,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000731,Truong Khanh Cuong,2003-03-13,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.77,63,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000732,Huynh Viet Lam,2003-12-08,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.96,62,Hoc bong Tai nang VHU,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000733,Ly Kim Quang,2003-12-25,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.44,66,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000734,Trinh Tan Vy,2003-01-28,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.92,87,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000735,Vo Viet Phong,2003-09-11,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,3.6,59,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000736,Pham Gia Nam,2003-09-26,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.19,90,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000737,Le Viet An,2003-08-28,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,3.15,97,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000738,Pham Tuyet Hang,2003-07-04,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.88,73,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000739,Bui Kim Yen,2003-06-19,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.09,81,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000740,Huynh Thanh Thinh,2003-04-17,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,3.37,87,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000741,Vo Thi Giang,2003-08-13,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.74,64,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000742,Ly Tan Thao,2003-02-10,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,3.39,87,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000743,Ly Ngoc Thao,2003-01-26,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,2.32,80,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000744,Hoang Thi Vy,2003-08-25,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,2.25,91,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000745,Pham Kim Quang,2003-10-10,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,2.62,72,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000746,Duong Quoc Mai,2003-10-13,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.38,70,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000747,Ly Van Dung,2003-07-29,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.27,83,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000748,Dang Thanh Thinh,2003-01-21,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.39,90,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000749,Ngo Van Quang,2003-05-09,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.58,72,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000750,Dang Thanh Bich,2003-03-05,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.14,94,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000751,Vu Kim Em,2003-05-30,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.87,67,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000752,Truong Kim Hang,2003-12-31,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,3.87,64,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000753,Hoang Hoang Khoa,2003-04-23,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.88,63,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000754,Vu Viet Vy,2003-09-08,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.71,99,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000755,Tran Huu Lam,2003-04-17,Kinh te,Luat Kinh te,2025-2026,Hoc ky 2,2.25,68,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000756,Ly Tuyet Nam,2003-06-30,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.89,80,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000757,Phan Tan Thinh,2003-02-09,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,2.39,63,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000758,Pham Viet Giang,2003-05-23,Kinh te,Luat Kinh te,2025-2026,Hoc ky 1,2.49,59,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000759,Le Khanh Quan,2003-05-01,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.71,65,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000760,Truong Van An,2003-07-31,Kinh te,Luat Kinh te,2025-2026,Hoc ky 1,3.43,86,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000761,Do Kim Lam,2003-04-22,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.73,90,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000762,Vu Tuyet Phong,2003-04-19,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,2.48,74,Hoc bong Khuyen khich Hoc tap,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000763,Mai Tuyet Quan,2003-06-12,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,3.43,89,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000764,Ngo Hoang Nam,2003-03-04,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.96,97,Hoc bong Dong hanh Vuot kho,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000765,Ly Thanh Mai,2003-08-11,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,3.63,71,Hoc bong Dong hanh Vuot kho,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000766,Dang Nhat Hang,2003-02-27,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.5,65,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000767,Dinh Phuong Nam,2003-08-17,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.79,92,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000768,Ngo Tuyet Lam,2003-03-27,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,2.44,83,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000769,Truong Quoc Vy,2003-09-30,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.44,85,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000770,Phan Nhat Hang,2003-12-13,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.43,97,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000771,Le Thanh Lam,2003-11-26,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 2,2.14,68,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000772,Vu Huu Dung,2003-10-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.06,57,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000773,Huynh Khanh Linh,2003-10-16,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,2.19,93,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000774,Pham Truc Khoa,2003-06-23,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,3.57,57,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000775,Vu Ngoc Em,2003-11-02,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.81,67,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000776,Trinh Thanh An,2003-03-02,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.96,66,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000777,Bui Quoc Cuong,2003-12-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.53,95,Hoc bong Trai tim Hung Hau,0,1,1,Khong dat,Vi pham ky luat trong hoc ky
211A000778,Vu Viet Dung,2003-08-01,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.51,79,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000779,Hoang Truc An,2003-08-23,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 1,2.73,99,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000780,Huynh Nhat Thinh,2003-06-09,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,2.39,69,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000781,Huynh Minh Quang,2003-04-21,Kinh te,Ke toan,2025-2026,Hoc ky 1,2.99,56,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000782,Do Minh Cuong,2003-12-19,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,3.85,71,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000783,Ngo Duc Giang,2003-05-04,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,3.65,58,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000784,Pham Duc Quang,2003-04-23,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 1,2.92,97,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000785,Dang Thanh Quang,2003-12-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.16,87,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000786,Mai Phuong Khoa,2003-10-19,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.55,83,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000787,Dang Van Vy,2003-01-08,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,3.17,83,Hoc bong Trai tim Hung Hau,1,0,0,Dat,Dat HB Trai tim Hung Hau (Hoan canh kho khan + Hoc luc Kha tro len)
211A000788,Trinh Viet Nhi,2003-01-22,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.25,58,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000789,Huynh Tuyet Cuong,2003-02-16,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,2.97,98,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000790,Hoang Tan Quang,2003-11-07,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.56,88,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000791,Mai Viet Em,2003-11-02,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.95,97,Hoc bong Tai nang VHU,0,0,0,Dat,Dat HB Tai nang VHU
211A000792,Dang Truc Thao,2003-04-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.68,85,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000793,Ly Tan Yen,2003-11-20,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.89,74,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000794,Hoang Kim Thinh,2003-03-16,Kinh te,Ke toan,2025-2026,Hoc ky 2,3.91,94,Hoc bong Tai nang VHU,0,0,0,Dat,Dat HB Tai nang VHU
211A000795,Vo Tan Nhi,2003-10-02,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.7,69,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000796,Huynh Nhat An,2003-01-25,Kinh te,Luat Kinh te,2025-2026,Hoc ky 2,3.52,60,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000797,Vu Gia Khoa,2003-04-14,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.29,94,Hoc bong Khuyen khich Hoc tap,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000798,Tran Tan Phong,2003-11-05,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.24,94,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000799,Huynh Phuong Dung,2003-08-18,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.53,75,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000800,Do Thanh Yen,2003-07-14,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.68,67,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000801,Vo Quoc Hang,2003-10-11,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.59,86,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000802,Trinh Kim Thao,2003-08-10,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,3.87,98,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000803,Huynh Hoang Khoa,2003-04-04,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.37,72,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,GPA hoac DRL khong dat muc toi thieu cho HB Trai tim Hung Hau
211A000804,Do Thi Bich,2003-02-18,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,3.31,82,Hoc bong Trai tim Hung Hau,1,0,0,Dat,Dat HB Trai tim Hung Hau (Hoan canh kho khan + Hoc luc Kha tro len)
211A000805,Phan Huu Nam,2003-07-18,Kinh te,Marketing,2025-2026,Hoc ky 2,3.65,89,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000806,Dinh Huu Vy,2003-11-14,Kinh te,Luat Kinh te,2025-2026,Hoc ky 2,2.83,75,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000807,Le Ngoc Lam,2003-07-09,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,3.9,64,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
